polarity,content,content_clean
1,"Al rato rosca de reyes Ya se que no es hoy cuando se parte, pero s mi suegro le gusta hacer las cosas en familia",al rato rosca de reyes ya se que no es hoy cuando se parte pero s mi suegro le gusta hacer las cosas en familia
-1,Se fue Charlotte no miro mas ese programa era por la única que miraba showmatch,se fue charlotte no miro mas ese programa era por la nica que miraba showmatch
1,Feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay,feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay
1,@MarlenTrevino aaaa jaja tons si a de estar buena. La de 24hrs. está pasada de lanza. Saludos Marlen y feliz año,aaaa jaja tons si a de estar buena la de 24hrs est pasada de lanza saludos marlen y feliz ao
1,"Hablar con mi amiga Sheli y me cuenta que anda viajando, de fiesta , que la uni se la suda... Me hace sentir bien y que yo soy feliz",hablar con mi amiga sheli y me cuenta que anda viajando de fiesta que la uni se la suda me hace sentir bien y que yo soy feliz
1,"#AMAsTNT @BrunoMars abriendo los AMAS guao!!! , esperando a @ladygaga queen !!! Peru",amastnt abriendo los amas guao esperando a queen peru
1,"@Ale_Jaramillo A los años por aquí hermosa, ya ni te has de acordar de tu fiel seguidor Un abrazo inmenso en este nuevo año. Bendiciones.",a los aos por aqu hermosa ya ni te has de acordar de tu fiel seguidor un abrazo inmenso en este nuevo ao bendiciones
1,@davidernestoz yo te veo bonito,yo te veo bonito
1,Acabo de recordar que existen los queques navideños y ya casi es diciembre para verlos por todo lado,acabo de recordar que existen los queques navideos y ya casi es diciembre para verlos por todo lado
-1,Último día Isla Bonita y mis amigas están tristes por eso las extrañaré,ltimo da isla bonita y mis amigas estn tristes por eso las extraar
-1,"@ALMA13 ha sucedido que familiares cobran por el pensionista y les roban. Incluso hay denuncias al respecto, cuidemos a los pensionistas",ha sucedido que familiares cobran por el pensionista y les roban incluso hay denuncias al respecto cuidemos a los pensionistas
-1,@castondarx ay lo extraño lola decile que venga,ay lo extrao lola decile que venga
0,Y bueno sera con conducta hoy,y bueno sera con conducta hoy
1,Recibir una sorpresa inesperada y pasar una noche increible no tiene precio,recibir una sorpresa inesperada y pasar una noche increible no tiene precio
1,"@YouTube lo que voy a hacer el lunes no es por ti, es por nosotros te amo y te quiero mucho  eres la única real para mi",lo que voy a hacer el lunes no es por ti es por nosotros te amo y te quiero mucho eres la nica real para mi
0,"Papá:Yo quería ir al clásico contigo nena,pero el domingo juego 3:30pm y otra vez no me verás. Yo: Ay noooo papi",papyo quera ir al clsico contigo nenapero el domingo juego 330pm y otra vez no me vers yo ay noooo papi
1,"Bueno me fui a dormir que mañana tengo que pilotar la nave otra vez, saludos, que tengan una linda noche",bueno me fui a dormir que maana tengo que pilotar la nave otra vez saludos que tengan una linda noche
-1,"PONTE BONITA 5 DE ENERO .. No es Twitter, algo está mal con el ht o se hizo spam, ya fue",ponte bonita 5 de enero no es twitter algo est mal con el ht o se hizo spam ya fue
-1,@piladetrastos @tsaitami porque al final siempre llegan a lo mismo: es que ella debió asumir más su lado femenino,porque al final siempre llegan a lo mismo es que ella debi asumir ms su lado femenino
-1,"Se siente la risa a carcajadas de fondo ,de la madre y encima aplauden ,un horror con esos amigos ,no precisas enemigos nena",se siente la risa a carcajadas de fondo de la madre y encima aplauden un horror con esos amigos no precisas enemigos nena
1,"Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista, Aimee era más para #LaBanda",feliz por las salvadas por el pblico y la salvada por el jurado canta dms bien pero la veo como solista aimee era ms para labanda
1,@balucorp ni has estado feo,ni has estado feo
-1,@PammGonzaleez no mames ahora quedaré como pendejo porque no pude ir de nuevo,no mames ahora quedar como pendejo porque no pude ir de nuevo
-1,Un chico vino desde adelante a sentarse cerca de mi sólo a preguntarme la hora... Quizás era el amor de mi vida y yo lo mire feo,un chico vino desde adelante a sentarse cerca de mi slo a preguntarme la hora quizs era el amor de mi vida y yo lo mire feo
-1,"—Ma, ya no quiero ir a la escuela. —¡Tienes que ir! —Ah, chinga y por qué. —Pues tú eres el maestro, cabrón. —Asicierto.",ma ya no quiero ir a la escuela tienes que ir ah chinga y por qu pues t eres el maestro cabrn asicierto
-1,"@mor_ticia no aguanté a la trotsky, sali a fumar y aparecieron unos tipos re cargosos a hinchar los huevos asi que me fui antes",no aguant a la trotsky sali a fumar y aparecieron unos tipos re cargosos a hinchar los huevos asi que me fui antes
-1,"A como veo las cosas, no me va gustar el resultado final de este partido.. No hay manera Si un equipo juega a Ganar y el otro....",a como veo las cosas no me va gustar el resultado final de este partido no hay manera si un equipo juega a ganar y el otro
-1,@ias25viki les tengo alergia (?) ah hacia problema por todo,les tengo alergia ah hacia problema por todo
1,"Mi sueño no es tan imposible, tan solo es viajar a Canadá yo sé que puedo lograrlo",mi sueo no es tan imposible tan solo es viajar a canad yo s que puedo lograrlo
0,En otros temas y aparte: la vida da muchas vueltas que curioso como cambian algunas cosas,en otros temas y aparte la vida da muchas vueltas que curioso como cambian algunas cosas
0,Extraño tener WiFi en las noches y no solo tener fb y wa gratis porque no hablo con nadie,extrao tener wifi en las noches y no solo tener fb y wa gratis porque no hablo con nadie
-1,#FollowMeHDOI por favor singanme estoy triste xq mis artistas favoritos no vienen a mi pais,followmehdoi por favor singanme estoy triste xq mis artistas favoritos no vienen a mi pais
1,"Hoy mejoré un poquito, para alguien que no hace deporte hace como 1 año, hacer 4K luego de 1 semana de empezar esta bien creo.",hoy mejor un poquito para alguien que no hace deporte hace como 1 ao hacer 4k luego de 1 semana de empezar esta bien creo
0,@lasabesaba una gran oportunidad para que disfrutemos (con @NaomiZamudio97 ) de su trabajo...,una gran oportunidad para que disfrutemos con de su trabajo
1,@Javi_Guerrero97 vas a ser un gran comunicador,vas a ser un gran comunicador
-1,Extraño a mi mejor amiga carajo díganle pe,extrao a mi mejor amiga carajo dganle pe
1,@DignaRabieta ustedes venían enfiestados uno ya tenía vv más de cinco horas pues qué pues,ustedes venan enfiestados uno ya tena vv ms de cinco horas pues qu pues
-1,"Odio tener una voz horrible y que a la vez ame cantar, no es justo ¿por que la vida me trata tan mal?",odio tener una voz horrible y que a la vez ame cantar no es justo por que la vida me trata tan mal
1,Buen dia @EdWestwick que sea un día maravilloso para ti,buen dia que sea un da maravilloso para ti
0,_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*,hola la quiero un abrazo a las rodillas
0,Yo no sé ustedes pero mi mejor amigo al chile es EL mejor amigo y lo extraño #zad,yo no s ustedes pero mi mejor amigo al chile es el mejor amigo y lo extrao zad
1,Como necesitaba esa juntada asi de compañeros y pasar un lindo rato,como necesitaba esa juntada asi de compaeros y pasar un lindo rato
1,"@emy_9810 jajajaja ya con menos carga es mejor , relajas mas",jajajaja ya con menos carga es mejor relajas mas
-1,@paobarquet que coraje saber que tu y tus compañeros fueron víctimas de gente malandrina por otro lado me da gusto saber que estás bien,que coraje saber que tu y tus compaeros fueron vctimas de gente malandrina por otro lado me da gusto saber que ests bien
-1,@heyGuero no te trajeron uno los reyes u.u oie k feos,no te trajeron uno los reyes uu oie k feos
1,@LezlyCarolinaM que bonito cuando tienes novio jajajajaja,que bonito cuando tienes novio jajajajaja
-1,@sin_queso NOOOO omg siempre me pierdo los mejores fanarts,noooo omg siempre me pierdo los mejores fanarts
-1,@introvertchola @Rubestia @nuuzga que malos y yo ? yo tambien fui al carlssssssssss  #bitches,que malos y yo yo tambien fui al carlssssssssss bitches
1,@mariobautista_ te amo mucho ojalá lo supieras,te amo mucho ojal lo supieras
1,"@perezfedullo si ! y el que votaba observado era uno adentro de otro, pero si votó mucha gente y eso esta muy bueno !",si y el que votaba observado era uno adentro de otro pero si vot mucha gente y eso esta muy bueno
0,#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…,superluna eectativa vs realidad gracias crc puravida costarica
-1,"Pues yo llevo 2 meses haciendo #gazolinazo; no tengo dinero para reparar mi carro. Y creo que ahora, después de esto, se irá al yonke.",pues yo llevo 2 meses haciendo gazolinazo no tengo dinero para reparar mi carro y creo que ahora despus de esto se ir al yonke
1,Ya viste lo bien que nos divertimos el uno sin el otro. Después de todo nadie es indispensable.,ya viste lo bien que nos divertimos el uno sin el otro despus de todo nadie es indispensable
-1,"Otsss uno se siente igual, lo peor es que realmente tuvo la culpa este pobre hombre",otsss uno se siente igual lo peor es que realmente tuvo la culpa este pobre hombre
1,"@ViviRivasPlata dias q m hacen reir con sus ocurrencias con sus reportajes sigan asi, xq lo demas es recontra aburrido!!!!!!!! kisses",dias q m hacen reir con sus ocurrencias con sus reportajes sigan asi xq lo demas es recontra aburrido kisses
1,flor -que lindo lo que escribiste en tu tuit fijado -no se quien es pero espero que lo abraces -linda cuenta !!¡,flor que lindo lo que escribiste en tu tuit fijado no se quien es pero espero que lo abraces linda cuenta
-1,"@abbu25 jaja muy buena ! el tipo le dice al hijo q no está preparado y la gente lo votó como ""el"" candidato !",jaja muy buena el tipo le dice al hijo q no est preparado y la gente lo vot como el candidato
-1,Nota mental: no le quieras ayudar a alguien que no confía en ti. -La primer enseñanza de este año-,nota mental no le quieras ayudar a alguien que no confa en ti la primer enseanza de este ao
-1,"Por Navidad que tus huelepedos te regalen agüita de azahar, cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter.",por navidad que tus huelepedos te regalen agita de azahar cosa que te calmas y dejas de enviar dm porque te hicieron lea en twitter
1,@SinCosquillas urge empedar contigo bb,urge empedar contigo bb
-1,"Agarro la cuadernola para estudiar y enseguida empiezo con sueño, me aburro, agarro el celular, todo me distrae en ese momento LITERAL.",agarro la cuadernola para estudiar y enseguida empiezo con sueo me aburro agarro el celular todo me distrae en ese momento literal
-1,"Odio ver a las parejitas abrazadas o besándose , pura envidia",odio ver a las parejitas abrazadas o besndose pura envidia
-1,¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente,habr algo peor que no traer los audfonos a la chamba estoy muriendo lentamente
-1,Antes el Matsuri era gratis despues subio a 10S/. Ahora 20S/ y ahora es limitado Ya nada sera como antes...,antes el matsuri era gratis despues subio a 10s ahora 20s y ahora es limitado ya nada sera como antes
0,"Puedo estar rq, q me tira dos tw y me re puede d nuevo",puedo estar rq q me tira dos tw y me re puede d nuevo
-1,El problema sera que como iré sola y tenga que ir a hacer algunas cosas durante el día no se a quien le dejare encargado mi sitio,el problema sera que como ir sola y tenga que ir a hacer algunas cosas durante el da no se a quien le dejare encargado mi sitio
1,"@sapitomen de me ntojaban más unos de canasta. Jijiji háblame de tú, porfa",de me ntojaban ms unos de canasta jijiji hblame de t porfa
1,"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @MagnusCarlsen sea campeón o que @SergeyKaryakin pierda #CarlsenKarjakin",hoy habr nuevo campen que pase lo que sea que sea campen o que pierda carlsenkarjakin
0,Todo sacrificio tiene su recompensa Este mes me toco estar apretada de dinero pero todo sea por mi salud Llegaran tiempos mejores,todo sacrificio tiene su recompensa este mes me toco estar apretada de dinero pero todo sea por mi salud llegaran tiempos mejores
-1,"@cedrezzz no creo que sea posible, los horarios de mañana me mataron, tengo que salir de una cancha a la otra y luego gpc",no creo que sea posible los horarios de maana me mataron tengo que salir de una cancha a la otra y luego gpc
-1,#LosLunesDebenSer sagrados y trabajar hasta el martes,loslunesdebenser sagrados y trabajar hasta el martes
-1,@EverCufl Ay que grosero eres conmigo,ay que grosero eres conmigo
0,Ya estuviera re descontrolado jajajajja,ya estuviera re descontrolado jajajajja
1,Tengamos un día lleno de magia y lindos momentos,tengamos un da lleno de magia y lindos momentos
0,@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please,no la estoy pasando bien tus vdeos me harn sentir mejor trata de hacer ms fail please
0,@ron_quintanilla @belecastillo jajajaja cuando? Estoy súper full,jajajaja cuando estoy sper full
-1,Que día mas agotador.... conferencia laboratorio y clase sin parar y para cerrar el día..... mañana tengo clases full day yeeee!,que da mas agotador conferencia laboratorio y clase sin parar y para cerrar el da maana tengo clases full day yeeee
-1,"No puedo dormir, lo malo de dormir Por la tarde",no puedo dormir lo malo de dormir por la tarde
0,Che náutico! ahora vas a saber lo que es sentarse ante un juez. Mirá que se mueve la cosa por suerte para nosotros #JusticiaPorSofía,che nutico ahora vas a saber lo que es sentarse ante un juez mir que se mueve la cosa por suerte para nosotros justiciaporsofa
-1,Lo malo de ser flaco es que no puedo ir todos los días al gym.,lo malo de ser flaco es que no puedo ir todos los das al gym
-1,Estoy demasiado perdida con todas las colaboraciones de los chicos en los eventos de año nuevo,estoy demasiado perdida con todas las colaboraciones de los chicos en los eventos de ao nuevo
1,@CuadradoAndres @grazianopascale @adeladubra jaja muchas gracias!!! muy buena onda de todos los implicados!!!,jaja muchas gracias muy buena onda de todos los implicados
0,@NoticiasCNCO yo solo sere #CNCOwner pero cada quien su opinion,yo solo sere cncowner pero cada quien su opinion
-1,Ya casi me quitan los frenillos y no quiero aún los siento feos. Los necesito al menos un año más,ya casi me quitan los frenillos y no quiero an los siento feos los necesito al menos un ao ms
-1,Siento que algo malo va a pasar o paso..ahí que instinto de mierda..que se apague que quiero intentar dormir,siento que algo malo va a pasar o pasoah que instinto de mierdaque se apague que quiero intentar dormir
-1,"Era un señor de edad y eso. Y pues, es entendible. Pero que feo y difícil debe ser vivir eso",era un seor de edad y eso y pues es entendible pero que feo y difcil debe ser vivir eso
-1,11:30 juega el dortmund y 12:15 es el clásico de españa y no voy a poder mirar ninguno de los dos,1130 juega el dortmund y 1215 es el clsico de espaa y no voy a poder mirar ninguno de los dos
1,"@ppkamigo Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!",mis felicitaciones para usted seor presidente su mensaje fue muy bueno firme y directo mi familia y yo le mandamos saludos
-1,"No sé porqué pero ya no me cae para nada, es más me da asquito y antes éramos amigas, aunque creo que ni eso consideraba ella",no s porqu pero ya no me cae para nada es ms me da asquito y antes ramos amigas aunque creo que ni eso consideraba ella
-1,"Qué feo ha de ser que tu novi@ se vaya de viajey tu estes de que: me muero por que regreses, ya no puedo vivir asi y esas cosas, apoyalo",qu feo ha de ser que tu novi se vaya de viajey tu estes de que me muero por que regreses ya no puedo vivir asi y esas cosas apoyalo
0,Aquí todo tranquilo y allá quien sabe,aqu todo tranquilo y all quien sabe
-1,Ya me quedé sin wifi y qué flojera levantarme a encenderlo de nuevo mi mamá que no me quiere ;_;,ya me qued sin wifi y qu flojera levantarme a encenderlo de nuevo mi mam que no me quiere
1,@soyalannavarro Buenas noches Risitas ...Sueña Bonito...!,buenas noches risitas suea bonito
-1,@karlillag Es muy duro para un niño verse forzado a ser parte de esos procesos,es muy duro para un nio verse forzado a ser parte de esos procesos
1,"@IronGeen ñammm. Ya se me antojó una deliciosa cema, vamos por una",ammm ya se me antoj una deliciosa cema vamos por una
-1,"Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?",me dijiste que cuando te necesite ibas a estar ah que cuando est triste tmb en mis peores momentos donde ests
0,_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*,hola la quiero un abrazo a las rodillas
-1,La Daniela me tienen griseada.,la daniela me tienen griseada
-1,Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!,lo peor de mi cumple es que ese da empiezo mis clases de nuevo
-1,"Te extraño como nunca, y no te tengo como siempre.",te extrao como nunca y no te tengo como siempre
-1,@susanagkp Leí coment de gte q no entendió nada el sentido de estas elecciones y sólo suelta veneno sin detenerse a analizar nada. Agotan,le coment de gte q no entendi nada el sentido de estas elecciones y slo suelta veneno sin detenerse a analizar nada agotan
-1,Es mejor darle el corton a la gente q ponerse a discutir por cosas que ni ellos mismos entenderán!!! A desayunar papus!!!!!!,es mejor darle el corton a la gente q ponerse a discutir por cosas que ni ellos mismos entendern a desayunar papus
0,Lo bonito de esta madrugada fue terminar bailándole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo,lo bonito de esta madrugada fue terminar bailndole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo
-1,@gpenavalle De las impotencias más grandes. Entiende uno qué significa la resignación,de las impotencias ms grandes entiende uno qu significa la resignacin
-1,Que duro iniciar el día con noticias tristes,que duro iniciar el da con noticias tristes
1,No muchas cosas me han hecho tan feliz en estos días como darme cuenta que todo Ape in pink marble de Devendra Banhart está en spotify.,no muchas cosas me han hecho tan feliz en estos das como darme cuenta que todo ape in pink marble de devendra banhart est en spotify
1,@mariobautista_ Daría todo por un disco tuyo autografiado,dara todo por un disco tuyo autografiado
-1,Haré un libro que se llame: las mil y un millón de formas de cagarla. Obvio para que no hagan todo lo que yo hago y así tengan éxito.,har un libro que se llame las mil y un milln de formas de cagarla obvio para que no hagan todo lo que yo hago y as tengan xito
1,@mangoypalta abrazo sororoso nos encontraremos,abrazo sororoso nos encontraremos
1,"@priincesapurple si por favor aún no he podido comprarlo, o mejor me das un abrazo y así eso también ayuda ️ je.",si por favor an no he podido comprarlo o mejor me das un abrazo y as eso tambin ayuda je
-1,Yo estoy triste por Raps,yo estoy triste por raps
1,"Buenos días!!! Lo que has hecho con amor regresa a ti. La recompensa viene de arriba y llena tu corazón, no tu ego... Besitos",buenos das lo que has hecho con amor regresa a ti la recompensa viene de arriba y llena tu corazn no tu ego besitos
1,"@vivianarojasv feliz navidad Vivi, que lo hayas pasado bonito con todos tus seres queridos",feliz navidad vivi que lo hayas pasado bonito con todos tus seres queridos
0,"En el mismo lugar, con distinta gente",en el mismo lugar con distinta gente
0,"No quiero saber cómo quedaremos en la copa libertadores #futbol a prepararse bien, la plata no llega sola",no quiero saber cmo quedaremos en la copa libertadores futbol a prepararse bien la plata no llega sola
1,"@ROSYARANGO dicen que cuidar a un recién nacido es trabajo en equipo, así que yo le cambio el pañal",dicen que cuidar a un recin nacido es trabajo en equipo as que yo le cambio el paal
1,#EVDLV @ErnestoJimenex es el hombre perfecto,evdlv es el hombre perfecto
0,"Desperté casi a las 11:00 am. No me juzguen. Tengo el nombre de la princesa que estuvo dormida toda la película, ¿que esperaban?",despert casi a las 1100 am no me juzguen tengo el nombre de la princesa que estuvo dormida toda la pelcula que esperaban
1,@pastafruli Te hamo juerte guachita!,te hamo juerte guachita
-1,"La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las",la tierra del olvido es una bonita cancin pero cuando la pienso iquitos sera la tierra olvidada porque seguimos tantos aos hasta las
1,"@FChavezCabrera Lo leí y pensé en ti Quisiera ser una hormiguita y trepar por tu balcón para decirte al oído:guapo,bonito y bombón.",lo le y pens en ti quisiera ser una hormiguita y trepar por tu balcn para decirte al odoguapobonito y bombn
-1,@Rabii_says @moiseshg Fue una semana poco feliz para varios sitios online ¿Ya pueden seguir la transmisión?,fue una semana poco feliz para varios sitios online ya pueden seguir la transmisin
1,"sinceramente nunca me consideré belieber porque no es mi ídolo, pero sí, me encanta como artista y me sé toooodas sus canciones",sinceramente nunca me consider belieber porque no es mi dolo pero s me encanta como artista y me s toooodas sus canciones
-1,recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras,recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras
-1,Ayer me dieron una botella y le pegue un trago pensando que era yin o Fresca gracias marifer,ayer me dieron una botella y le pegue un trago pensando que era yin o fresca gracias marifer
0,"@hectorandres8 si, parezco niño que cuando sale a la calle todo quiere, y pues me la paso comiendo (flaco no, en vivo se nota mi panza)",si parezco nio que cuando sale a la calle todo quiere y pues me la paso comiendo flaco no en vivo se nota mi panza
1,#FelizMiercoles Mis Chamacos Queridos Dios me los bendiga y me los llene de todo su amor los quiero Besitos,felizmiercoles mis chamacos queridos dios me los bendiga y me los llene de todo su amor los quiero besitos
-1,"Que histérico es la bestia, pobre bella",que histrico es la bestia pobre bella
0,@kabek Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,y suuuuper diferente a sus trabajos anteriores tengo que comprarlo tho porque no esta disponible en apple music
-1,Tengo mil años que no veo a mi mejor amigo,tengo mil aos que no veo a mi mejor amigo
-1,No quiero ir a la escuelaaaaaa,no quiero ir a la escuelaaaaaa
-1,"Mi gata es tan desconciderada, pasa sus pequeños bigotes en mi cara para que despierte",mi gata es tan desconciderada pasa sus pequeos bigotes en mi cara para que despierte
0,@musadorada a tu PI? Pues asumo que si. Será tipo conferencia y te daremos certificado. Pasame tu nombre completo,a tu pi pues asumo que si ser tipo conferencia y te daremos certificado pasame tu nombre completo
-1,Esas personas que se aclaman los señores de la lectura -Libro favorito? -Cazadores de sombras #MeCortoUnHuevi,esas personas que se aclaman los seores de la lectura libro favorito cazadores de sombras mecortounhuevi
1,Sabían que su after fav Teatro G. fue construido para mi y un día de estos (hoy) les voy a dar el placer de que me vean ahí metido !!,saban que su after fav teatro g fue construido para mi y un da de estos hoy les voy a dar el placer de que me vean ah metido
0,Espero que sea el cargador el que este fallando y no el celu!! Me sale mas barato un cargador que un celular jajaja,espero que sea el cargador el que este fallando y no el celu me sale mas barato un cargador que un celular jajaja
-1,"No sé porqué pero ya no me cae para nada, es más me da asquito y antes éramos amigas, aunque creo que ni eso consideraba ella",no s porqu pero ya no me cae para nada es ms me da asquito y antes ramos amigas aunque creo que ni eso consideraba ella
-1,Ahora por floja me voy a dormir tarde,ahora por floja me voy a dormir tarde
-1,Sabes que ya estás viejo cuando tus primos quieren ver pelis toda la noche y tu solo quieres dormir ya,sabes que ya ests viejo cuando tus primos quieren ver pelis toda la noche y tu solo quieres dormir ya
1,Ya tengo mi principal propósito de este año,ya tengo mi principal propsito de este ao
-1,"No puedo dormir, lo malo de dormir Por la tarde",no puedo dormir lo malo de dormir por la tarde
-1,"Amigues, estoy muy preocupada: La carretera sigue cerrada, no hay gasolina y los alimentos en mercados se están agotando",amigues estoy muy preocupada la carretera sigue cerrada no hay gasolina y los alimentos en mercados se estn agotando
1,feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre #seguimosconfuerza,feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre seguimosconfuerza
-1,Quiero una ropa de baño entera. Pueden no cobrar MIL soles por un poquito de tela con huequito?.Gracias,quiero una ropa de bao entera pueden no cobrar mil soles por un poquito de tela con huequitogracias
0,"@EddGZ Neel, eso no me gusta, mejor tú y el día que sea, por la tarde, y busco adaptarme",neel eso no me gusta mejor t y el da que sea por la tarde y busco adaptarme
1,creo que ambos nos seguimos leyendo pues bueno espero estés bien y poder conversar en algún momento éxitos en todo y vibras,creo que ambos nos seguimos leyendo pues bueno espero ests bien y poder conversar en algn momento xitos en todo y vibras
-1,"Los fracasos de Michelle, Cristina y Dilma muestra que no sólo las izquierdas no son mejores, sino que las mujeres tp gobiernan tan bien",los fracasos de michelle cristina y dilma muestra que no slo las izquierdas no son mejores sino que las mujeres tp gobiernan tan bien
-1,Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,me siento estafada con la hamburguesa pens que era de pollo pero de pollo con pavo nomegusta
-1,"La única a la que le voy a decir es a mi novia. Así que si no me estás pagando ningún recibo de mi casa, no estés chingando",la nica a la que le voy a decir es a mi novia as que si no me ests pagando ningn recibo de mi casa no ests chingando
1,@CaELiKe Que bueno Caeli. Pronto te vas a sentir mucho mejor.,que bueno caeli pronto te vas a sentir mucho mejor
1,Por esos amigos que les dices que estas triste y ya te están planeando las salidas hasta los viajes a futuro con ellos Como los quiero,por esos amigos que les dices que estas triste y ya te estn planeando las salidas hasta los viajes a futuro con ellos como los quiero
1,"@tigreshooligan ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos",ay tan lindo amigo gracias espero que jueguen con rencor porque se hacen imparables cuando estn resentidos
-1,@Soul_Vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora,que bueno que mi primer boda del ao es en abril jajajajaj al menos ser la mitad de como le veo ahora
-1,"La música de U2 me deprime sobretodo la de Stay (Far Away, So Close!) maldita sea para que los puse",la msica de u2 me deprime sobretodo la de stay far away so close maldita sea para que los puse
-1,"-Y te pidió perdón o algo? -No -no te habló? -No mamy -Y tú a él? -Menos, ahora lo odio -Muy bien, ni se te ocurra hablarle",y te pidi perdn o algo no no te habl no mamy y t a l menos ahora lo odio muy bien ni se te ocurra hablarle
0,ayer preguntaban y dónde están las solteras!!!! todo mi grupo alza la mano y yo la única que no y todas voltean a verme AJAJAJAJAJJA,ayer preguntaban y dnde estn las solteras todo mi grupo alza la mano y yo la nica que no y todas voltean a verme ajajajajajja
-1,"@rafa514x será que un ""entreno"" es un entrenamiento ""artesanal""? Digo, como ahora todo es ""artesanal""...",ser que un entreno es un entrenamiento artesanal digo como ahora todo es artesanal
-1,@RufinaCamejo ¿arte?¿religioso?¿tener?... ¿cambiamos de tema ya? Pensé que hablábamos del cuadro. @mister__lemon,artereligiosotener cambiamos de tema ya pens que hablbamos del cuadro
-1,"@hippielandsoul Yo defendía un poquito el 2016, ya no.",yo defenda un poquito el 2016 ya no
1,"@ESPN_FDJ Soy de CR estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos, porfaa? #FDJPuraVida",soy de cr estudiante de periodismo me encanta el mbito deportivo los admiro y sueo con conocerlos porfaa fdjpuravida
-1,"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",por dicha solo me volvi a ver y sigui durmiendo pero me dio lstima
0,"@ATTMxAyuda @ATTMx Olvidenlo, Ya vi que si lo que quiero comprar cuesta $150,debo de tener más de esa cantidad en saldo, y no lo exacto",olvidenlo ya vi que si lo que quiero comprar cuesta 150debo de tener ms de esa cantidad en saldo y no lo exacto
-1,"Por que no hacen perfumes de ropa nueva? Es el olor mas hermoso, consumista y de cierto modo capitalista del mundo",por que no hacen perfumes de ropa nueva es el olor mas hermoso consumista y de cierto modo capitalista del mundo
-1,"Desde que tengo uso de razón todos mis fin de año han sido en casa de mi abuelita, este año será distinto y triste, te extraño tanto abu",desde que tengo uso de razn todos mis fin de ao han sido en casa de mi abuelita este ao ser distinto y triste te extrao tanto abu
-1,"Regla básica para hacer una fiesta de cumpleaños... TENER AMIGOS, no sé a quién invitar",regla bsica para hacer una fiesta de cumpleaos tener amigos no s a quin invitar
1,"@SparkGuns @JuanetedeLolo Cuando sea mayor de edad y mi viejo me deje tomar con adultos, jajajajajajajaja",cuando sea mayor de edad y mi viejo me deje tomar con adultos jajajajajajajaja
1,Mi Jefazo hermoso @AlejandroSanz #DejaQueTeBese en @Fansdelaradio @CarlosJRubiofm @madshila @PaolaMattos11 #FanaticaSiempre @soleyvelez,mi jefazo hermoso dejaquetebese en fanaticasiempre
1,"@vcatita al contrario, me creo poco porque según mi ""couchhhhhh"" ya debo de hacer 6k",al contrario me creo poco porque segn mi couchhhhhh ya debo de hacer 6k
1,"Voy a ver Armaggedon. Qué cinta rajado, muchas gracias a la persona que me la recomendó",voy a ver armaggedon qu cinta rajado muchas gracias a la persona que me la recomend
1,@BibliotecasCes @PuenteCelsa @mldefran Y luego los chicos nos podrían dar clases de robótica a ños grandes,y luego los chicos nos podran dar clases de robtica a os grandes
0,"No creo el amor a primera vista, pero si el querer en la primera noche",no creo el amor a primera vista pero si el querer en la primera noche
1,"@adriantr09 @ClubTiburones @PumasMX Siempre he sido así Y pues siempre he cumplido y pagado apuestas, así que ya rugiste león",siempre he sido as y pues siempre he cumplido y pagado apuestas as que ya rugiste len
1,@isachi8 gracias!!!!!! Washis estoy feliz y aprovechando todo lo q puedo gracias por los deseos y buena vibra. Un abrazote a la distancia,gracias washis estoy feliz y aprovechando todo lo q puedo gracias por los deseos y buena vibra un abrazote a la distancia
